sampleid,location,county,state,full_state,date_collect,sampletype,collection,consumed,expectedsubstance,expect_opioid,expect_fentanyl,expect_xylazine,expect_stimulant,expect_benzo,expect_meth,expect_cocaine,expect_cannabis,expect_hall,color,bright_color,texture,tar,pill,powder,plant,crystals,lustre,sensations,sen_strength,sen_weird,sen_hall,sen_up,sen_down,sen_nice,sen_long,sen_burn,sen_skin,sen_seizure,texture_notes,sensation_notes,overdose,od,overdose_notes,fatal_od,confirmatory,date_complete,lab_num_substances_any,lab_num_substances,lab_null,lab_fentanyl,lab_fentanyl_any,lab_xylazine,lab_xylazine_any,lab_xylazine_trace,lab_meth,lab_meth_any,lab_cocaine,lab_cocaine_any,lab_caffeine,lab_gabapentin,lab_levamisole_any,lab_mdma,lab_tramadol,lab_carfentanil,lab_carfentanil_any,lab_ketamine_any,lab_ketamine,lab_btmps_any,lab_btmps,lab_opioid,lab_opioid_any,lab_synthetic_cannabinoid,lab_synthetic_cannabinoid_any,lab_potent_benzodiazepine,lab_potent_benzodiazepine_any,lab_benzodiazepine,lab_benzodiazepine_any,lab_nitazene,lab_nitazene_any,lab_meth_impurities_any,lab_mdma_impurities_any,lab_cocaine_impurities_any,lab_common_cuts_any,lab_heroin_impurities_any,lab_cannabinoids_any,lab_fentanyl_impurities_any,lab_pf_fent_impurities_any,lab_substituted_cathinones_any,state_county,statefips,countyfips_3,countyfips
"804534","Portland","Multnomah County","OR","Oregon","29apr2024","spatula","spatula","taken","fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"powder; chunky",,,1,,,"","stronger; normal","stronger",,,,,,,,,,,"","unknown",,,,1,"22may2024",3,3,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"804558","Portland","Multnomah County","OR","Oregon","05jun2024","pill","pill","unused","benzodiazepine",0,0,0,0,1,0,0,0,0,"white",0,"pill",,1,,,,"","","",,,,,,,,,,,"","not overdose related",0,,,1,"02jul2024",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"804572","Portland","Multnomah County","OR","Oregon","22jul2024","spatula","spatula","taken","fentanyl",1,1,0,0,0,0,0,0,0,"tan; white",0,"powder; chunky",,,1,,,"","weird; unpleasant; unusual taste","",1,,,,,,,,,,"","unknown",,,,1,"26aug2024",3,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"804579","Portland","Multnomah County","OR","Oregon","02jul2024","spatula","spatula","taken","fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"rock; powder; chunky",,,1,,,"","weaker","weaker",,,,,,,,,,,"","not overdose related",0,,,1,"26jul2024",7,6,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"804594","Portland","Multnomah County","OR","Oregon","01jul2024","spatula","spatula","taken","fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"rock; powder; chunky",,,1,,,"","weaker; weird","weaker",1,,,,,,,,,,"","not overdose related",0,,,1,"22jul2024",6,6,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"804601","Portland","Multnomah County","OR","Oregon","08may2024","spatula","spatula","taken","fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"powder",,,1,,,"","nice; stronger; normal","stronger",,,,,1,,,,,,"","not overdose related",0,,,1,"07jun2024",3,3,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"804611","Portland","Multnomah County","OR","Oregon","17apr2024","spatula","spatula","taken","fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"rock; powder",,,1,,,"","nice; stronger; normal","stronger",,,,,1,,,,,,"","involved in OD",1,,,1,"09may2024",4,4,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"804653","Portland","Multnomah County","OR","Oregon","03jul2024","spatula","spatula","taken","fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"rock; powder",,,1,,,"","weird; unpleasant","",1,,,,,,,,,,"Sick","unknown",,,,1,"31jul2024",5,3,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"804665","Portland","Multnomah County","OR","Oregon","02jul2024","spatula","spatula","taken","fentanyl",1,1,0,0,0,0,0,0,0,"off-white",0,"powder; dull",,,1,,,"dull","weaker","weaker",,,,,,,,,,,"bunk","not overdose related",0,,,1,"26jul2024",6,4,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"804675","Portland","Multnomah County","OR","Oregon","03jul2024","spatula; swab","multiple methods","taken","fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"rock; powder; chunky",,,1,,,"","weaker","weaker",,,,,,,,,,,"","not overdose related",0,,,1,"26jul2024",2,2,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"804689","Portland","Multnomah County","OR","Oregon","06may2024","pill","pill","taken","2C-B",0,0,0,0,0,0,0,0,0,"gray",0,"fake pill",,1,,,,"","normal","normal",,,,,,,,,,,"","not overdose related",0,,,1,"21may2024",1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"804717","Portland","Multnomah County","OR","Oregon","26apr2024","spatula","spatula","taken","methamphetamine",0,0,0,1,0,1,0,0,0,"clear",0,"crystals; powder",,,1,,1,"","weird; unpleasant","",1,,,,,,,,,,"","not overdose related",0,,,1,"08may2024",1,1,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"804724","Portland","Multnomah County","OR","Oregon","05jun2024","spatula","spatula","taken","fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"rock; powder; chunky",,,1,,,"","weird","",1,,,,,,,,,,"","unknown",,,,1,"24jun2024",3,1,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"804729","Portland","Multnomah County","OR","Oregon","17jun2024","spatula","spatula","taken","fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"powder; flaky",,,1,,,"","weaker","weaker",,,,,,,,,,,"","not overdose related",0,,,1,"09jul2024",3,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"804759","Portland","Multnomah County","OR","Oregon","13may2024","spatula","spatula","taken","fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"powder; chunky",,,1,,,"","weaker; normal","weaker",,,,,,,,,,,"","unknown",,,,1,"07jun2024",2,1,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"804773","Portland","Multnomah County","OR","Oregon","13may2024","spatula","spatula","taken","fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"powder; chunky",,,1,,,"","stronger; normal","stronger",,,,,,,,,,,"","unknown",,,,1,"07jun2024",3,3,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"804777","Portland","Multnomah County","OR","Oregon","22apr2024","spatula","spatula","taken","fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"powder",,,1,,,"","nice; normal","normal",,,,,1,,,,,,"","not overdose related",0,,,1,"10may2024",4,4,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"804781","Portland","Multnomah County","OR","Oregon","26apr2024","spatula","spatula","taken","fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"rock; powder; chunky",,,1,,,"","stronger; normal","stronger",,,,,,,,,,,"","involved in OD",1,,,1,"10may2024",5,3,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"804785","Portland","Multnomah County","OR","Oregon","17jun2024","spatula","spatula","unused","MDA",0,0,0,0,0,0,0,0,1,"tan; white",0,"crystals; powder; shiny",,,1,,1,"shiny","","",,,,,,,,,,,"","not overdose related",0,,,1,"08jul2024",1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"804793","Portland","Multnomah County","OR","Oregon","07jun2024","spatula","spatula","taken","fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"rock; powder; chunky",,,1,,,"","weaker; weird","weaker",1,,,,,,,,,,"","not overdose related",0,,,1,"26jun2024",3,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"OR | MULTNOMAH COUNTY",41,51,41051
"804806","Portland","Multnomah County","OR","Oregon","02jul2024","spatula","spatula","unused","cocaine",0,0,0,1,0,0,1,0,0,"white",0,"powder; chunky",,,1,,,"","","",,,,,,,,,,,"","unknown",,,,1,"26jul2024",1,1,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"804809","Portland","Multnomah County","OR","Oregon","26apr2024","spatula","spatula","taken","ketamine",0,0,0,0,0,0,0,0,1,"white",0,"fine; powder",,,1,,,"","long; weird; more up","",1,,1,,,1,,,,,"","not overdose related",0,,,1,"08may2024",1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"804819","Portland","Multnomah County","OR","Oregon","22apr2024","swab","swab","unused","unknown",0,0,0,0,0,0,0,0,0,"yellow",1,"sticky",,,,,,"","","",,,,,,,,,,,"","unknown",,,,1,"15may2024",1,1,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"804823","Portland","Multnomah County","OR","Oregon","17apr2024","spatula","spatula","taken","fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"rock; powder",,,1,,,"","stronger; normal","stronger",,,,,,,,,,,"","not overdose related",0,,,1,"09may2024",4,2,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"804827","Portland","Multnomah County","OR","Oregon","12apr2024","spatula","spatula","taken","fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"rock; powder",,,1,,,"","stronger","stronger",,,,,,,,,,,"","involved in OD",1,,,1,"08may2024",4,4,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"804840","Portland","Multnomah County","OR","Oregon","06may2024","spatula","spatula","taken","fentanyl",1,1,0,0,0,0,0,0,0,"tan; white",0,"rock; powder",,,1,,,"","unpleasant; stronger; unusual taste","stronger",1,,,,,,,,,,"","not overdose related",0,,,1,"22may2024",3,3,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"804854","Portland","Multnomah County","OR","Oregon","15may2024","spatula","spatula","taken","cocaine",0,0,0,1,0,0,1,0,0,"white",0,"fine; powder",,,1,,,"","weaker; more down","weaker",,,,1,,,,,,,"","not overdose related",0,,,1,"07jun2024",1,1,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"804870","Portland","Multnomah County","OR","Oregon","24apr2024","spatula","spatula","taken","fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"powder; chunky",,,1,,,"","stronger","stronger",,,,,,,,,,,"","not overdose related",0,,,1,"10may2024",4,3,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"804889","Portland","Multnomah County","OR","Oregon","07jun2024","pill","pill","taken","phentermine",0,0,0,0,0,0,0,0,0,"white",0,"powder; pill; chunky",,1,1,,,"","weird","",1,,,,,,,,,,"","unknown",,,,1,"26jun2024",1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"804892","Portland","Multnomah County","OR","Oregon","01jul2024","spatula","spatula","taken","fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"powder; chunky",,,1,,,"","weaker; weird; unpleasant","weaker",1,,,,,,,,,,"","not overdose related",0,,,1,"22jul2024",5,3,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"804903","Portland","Multnomah County","OR","Oregon","17apr2024","spatula","spatula","unused","MDMA",0,0,0,0,0,0,0,0,1,"light brown",0,"powder",,,1,,,"","","",,,,,,,,,,,"","not overdose related",0,,,1,"14may2024",4,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"804905","Portland","Multnomah County","OR","Oregon","01jul2024","spatula","spatula","taken","methamphetamine",0,0,0,1,0,1,0,0,0,"clear",0,"crystals",,,,,1,"","weaker; weird","weaker",1,,,,,,,,,,"short","not overdose related",0,,,1,"12jul2024",1,1,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"804906","Portland","Multnomah County","OR","Oregon","22apr2024","spatula","spatula","taken","heroin",1,0,0,0,0,0,0,0,0,"dark brown",0,"tar",1,,,,,"","normal","normal",,,,,,,,,,,"","unknown",,,,1,"09may2024",3,1,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"804910","Portland","Multnomah County","OR","Oregon","24jun2024","spatula","spatula","taken","fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"powder; chunky",,,1,,,"","weaker; weird; unpleasant","weaker",1,,,,,,,,,,"","not overdose related",0,,,1,"10jul2024",10,9,,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,"OR | MULTNOMAH COUNTY",41,51,41051
"804913","Portland","Multnomah County","OR","Oregon","01jul2024","spatula","spatula","taken","fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"rock; powder; chunky",,,1,,,"","weaker; weird; unpleasant","weaker",1,,,,,,,,,,"bad taste, shark tooth","not overdose related",0,,,1,"22jul2024",4,3,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"804941","Portland","Multnomah County","OR","Oregon","29apr2024","spatula","spatula","taken","fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"powder; chunky",,,1,,,"","nice; stronger; normal","stronger",,,,,1,,,,,,"","unknown",,,,1,"22may2024",2,2,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"804943","Portland","Multnomah County","OR","Oregon","10may2024","spatula","spatula","taken","fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"powder; chunky",,,1,,,"","stronger","stronger",,,,,,,,,,,"","unknown",,,,1,"07jun2024",3,3,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"804953","Portland","Multnomah County","OR","Oregon","26jun2024","spatula","spatula","taken","methamphetamine",0,0,0,1,0,1,0,0,0,"clear",0,"crystals",,,,,1,"","weird; more up; stronger","stronger",1,,1,,,,,,,,"","not overdose related",0,,,1,"08jul2024",1,1,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"805056","Portland","Multnomah County","OR","Oregon","15jul2024","spatula","spatula","taken","fentanyl",1,1,0,0,0,0,0,0,0,"tan; white",0,"rock; powder",,,1,,,"","weaker","weaker",,,,,,,,,,,"shitty","not overdose related",0,,,1,"07aug2024",5,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"805135","Portland","Multnomah County","OR","Oregon","17jul2024","spatula","spatula","taken","Tinuvin 770",0,0,0,0,0,0,0,0,0,"white",0,"powder; pill; fake pill; chunky",,1,1,,,"","unpleasant","",1,,,,,,,,,,"","not overdose related",0,,,1,"07aug2024",1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"805142","Portland","Multnomah County","OR","Oregon","08jul2024","spatula","spatula","taken","fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"powder",,,1,,,"","weaker; nice; unusual taste","weaker",,,,,1,,,,,,"","not overdose related",0,,,1,"31jul2024",3,2,,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"805201","Hermiston","Umatilla County","OR","Oregon","29jan2025","spatula","spatula","taken","fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"powder; dull; chunky",,,1,,,"dull","nice","",,,,,1,,,,,,"","not overdose related",0,,,1,"14feb2025",4,2,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"OR | UMATILLA COUNTY",41,59,41059
"805241","Portland","Multnomah County","OR","Oregon","12jul2024","spatula","spatula","unused","fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"powder",,,1,,,"","","",,,,,,,,,,,"","unknown",,,,1,"01aug2024",8,5,,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,"OR | MULTNOMAH COUNTY",41,51,41051
"805276","Portland","Multnomah County","OR","Oregon","19jul2024","spatula","spatula","taken","pregabalin",0,0,0,0,0,0,0,0,0,"",0,"pill; fake pill",,1,,,,"","more up; normal","normal",,,1,,,,,,,,"","not overdose related",0,,,1,"13aug2024",2,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"805294","Portland","Multnomah County","OR","Oregon","19jul2024","spatula","spatula","taken","heroin",1,0,0,0,0,0,0,0,0,"dark brown",0,"tar",1,,,,,"","nice; normal","normal",,,,,1,,,,,,"","not overdose related",0,,,1,"07aug2024",3,1,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"805320","Portland","Multnomah County","OR","Oregon","08jul2024","spatula","spatula","taken","fentanyl",1,1,0,0,0,0,0,0,0,"tan; off-white",0,"rock; powder; chunky",,,1,,,"","weaker; weird","weaker",1,,,,,,,,,,"","not overdose related",0,,,1,"31jul2024",4,2,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"805326","Portland","Multnomah County","OR","Oregon","19jul2024","spatula","spatula","taken","fentanyl",1,1,0,0,0,0,0,0,0,"brown; tan; white",0,"powder",,,1,,,"","normal","normal",,,,,,,,,,,"","not overdose related",0,,,1,"12aug2024",11,7,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"805346","Portland","Multnomah County","OR","Oregon","15jul2024","spatula","spatula","taken","fentanyl",1,1,0,0,0,0,0,0,0,"light blue",1,"powder",,,1,,,"","stronger","stronger",,,,,,,,,,,"","involved in OD",1,,,1,"07aug2024",2,2,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"805354","Portland","Multnomah County","OR","Oregon","10jul2024","spatula","spatula","taken","fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"powder",,,1,,,"","weaker; weird; unpleasant; unusual taste","weaker",1,,,,,,,,,,"","not overdose related",0,,,1,"31jul2024",5,4,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"805369","Portland","Multnomah County","OR","Oregon","15jul2024","spatula","spatula","taken","benzodiazepine",0,0,0,0,1,0,0,0,0,"white",0,"fake pill",,1,,,,"","stronger","stronger",,,,,,,,,,,"","unknown",,,,1,"12aug2024",1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"805421","Portland","Multnomah County","OR","Oregon","10jul2024","spatula","spatula","unused","fentanyl",1,1,0,0,0,0,0,0,0,"yellow; white",1,"rock; powder",,,1,,,"","","",,,,,,,,,,,"","unknown",,,,1,"01aug2024",11,7,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"OR | MULTNOMAH COUNTY",41,51,41051
"805429","Portland","Multnomah County","OR","Oregon","03jul2024","spatula","spatula","taken","fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"powder; dull",,,1,,,"dull","weaker; sedating; more down","weaker",,,,1,,,,,,,"","unknown",,,,1,"26jul2024",7,6,,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"OR | MULTNOMAH COUNTY",41,51,41051
"805440","Portland","Multnomah County","OR","Oregon","19jul2024","spatula","spatula","taken","pregabalin",0,0,0,0,0,0,0,0,0,"",0,"pill; fake pill",,1,,,,"","normal","normal",,,,,,,,,,,"","not overdose related",0,,,1,"13aug2024",2,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"805450","Portland","Multnomah County","OR","Oregon","03jul2024","spatula","spatula","taken","heroin",1,0,0,0,0,0,0,0,0,"dark brown",0,"tar",1,,,,,"","weird; unpleasant","",1,,,,,,,,,,"coughed blood","not overdose related",0,,,1,"31jul2024",2,2,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"805470","Portland","Multnomah County","OR","Oregon","09jul2024","swab; pill","multiple methods","taken","benzodiazepine",0,0,0,0,1,0,0,0,0,"white",0,"fake pill",,1,,,,"","weaker; normal","weaker",,,,,,,,,,,"","not overdose related",0,,,1,"07aug2024",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"805486","Portland","Multnomah County","OR","Oregon","08jul2024","spatula","spatula","taken","cut",0,0,0,0,0,0,0,0,0,"white",0,"powder",,,1,,,"","weaker","weaker",,,,,,,,,,,"","not overdose related",0,,,1,"07aug2024",3,2,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
